node,category,title,lean_file,tex_node,primary_declaration,source,dependencies
mod:cases-tamequadratic,"Unramified, tame, and stable cases",Tamely ramified quadratic case,LanglandsFirstMainLemma/Cases/TameQuadratic.lean,blueprint/src/nodes/Cases/TameQuadratic.tex,LanglandsFirstMainLemma.firstMain_tameQuadratic,Propositions prop:tame-conductor-one-comparison and prop:tame-two-new.,mod:parameters-ramifiedhassecomparison;mod:finitefield-quadraticphase;mod:lamprecht-stabletwist;mod:delta-residueformula
mod:cases-tamequadraticpreparation,"Unramified, tame, and stable cases",Tame quadratic preparation,LanglandsFirstMainLemma/Cases/TameQuadraticPreparation.lean,blueprint/src/nodes/Cases/TameQuadraticPreparation.tex,LanglandsFirstMainLemma.firstMain_tameQuadratic_of_isDeltaFinite,Propositions prop:tame-conductor-one-comparison and prop:tame-two-new; Section sec:first-main-completion.,mod:ramification-primecyclicpreparation;mod:parameters-minimalorbitstationary;mod:cases-tamequadratic;mod:delta-errorterm
mod:cases-wildstable,"Unramified, tame, and stable cases",Wild odd stable range,LanglandsFirstMainLemma/Cases/WildStable.lean,blueprint/src/nodes/Cases/WildStable.tex,LanglandsFirstMainLemma.firstMain_wildStable,Proposition prop:wild-stable-new.,mod:parameters-ramifiedhassecomparison;mod:ramification-normcharacters;mod:lamprecht-stabletwist;mod:parameters-stationaryclassundernorm
mod:cases-wildstablepreparation,"Unramified, tame, and stable cases",Wild stable preparation,LanglandsFirstMainLemma/Cases/WildStablePreparation.lean,blueprint/src/nodes/Cases/WildStablePreparation.tex,LanglandsFirstMainLemma.firstMain_wildStable_of_isDeltaFinite,Proposition prop:wild-stable-new and Section sec:first-main-completion.,mod:ramification-primecyclicpreparation;mod:parameters-minimalorbitstationary;mod:parameters-ramifiedhassepreparation;mod:cases-wildstable;mod:delta-errorterm
mod:cases-wildendpoints,"Unramified, tame, and stable cases",Endpoint conductors in wild prime degree,LanglandsFirstMainLemma/Cases/WildEndpoints.lean,blueprint/src/nodes/Cases/WildEndpoints.tex,LanglandsFirstMainLemma.firstMain_wildEndpoint_zero,Subsection sec:wild-endpoints and Lemma lem:endpoint-discriminant-congruence.,mod:ramification-normfiltration;mod:ramification-normbelowbreak;mod:ramification-traceideals;mod:delta-residueformula;mod:lamprecht-stabletwist
mod:cases-wildodd-highervanishing,Wild odd-prime calculation,Higher symmetric terms on the upper critical line,LanglandsFirstMainLemma/Cases/WildOdd/HigherSymmetricVanishing.lean,blueprint/src/nodes/Cases/WildOdd/HigherSymmetricVanishing.tex,LanglandsFirstMainLemma.wildOdd_higherSymmetric_vanish,Lemma lem:odd-upper-higher-vanishing.,mod:ramification-symmetricbounds;mod:ramification-pullbackconductors;mod:localfield-extension
mod:cases-wildodd-lowerresidualcoefficients,Wild odd-prime calculation,Wild odd lower residual coefficients,LanglandsFirstMainLemma/Cases/WildOdd/LowerResidualCoefficients.lean,blueprint/src/nodes/Cases/WildOdd/LowerResidualCoefficients.tex,LanglandsFirstMainLemma.wildOdd_lowerResidualCoefficients,"Proposition prop:odd-coefficient-table, lower rows; Proposition prop:exact-odd-assembly, raw norm-row and indexed-character identities.",mod:parameters-phasereduction
mod:cases-wildodd-upperresidualnormalization,Wild odd-prime calculation,Wild odd upper residual normalization,LanglandsFirstMainLemma/Cases/WildOdd/UpperResidualNormalization.lean,blueprint/src/nodes/Cases/WildOdd/UpperResidualNormalization.tex,LanglandsFirstMainLemma.wildOdd_upperResidualNormalization,Lemma lem:odd-break-line-normalization and the normalization and initial-coordinate portions of Lemma lem:residual-parameter-transport.,mod:parameters-phasereduction;mod:ramification-normbelowbreak
mod:cases-wildodd-upperresidualcoefficients,Wild odd-prime calculation,Wild odd upper residual coefficients,LanglandsFirstMainLemma/Cases/WildOdd/UpperResidualCoefficients.lean,blueprint/src/nodes/Cases/WildOdd/UpperResidualCoefficients.tex,LanglandsFirstMainLemma.wildOdd_upperResidualCoefficients,"Lemmas lem:critical-polar-coordinate, lem:critical-polynomial-coordinate, lem:odd-upper-higher-vanishing, and lem:residual-parameter-transport; Proposition prop:odd-coefficient-table, upper rows.",mod:cases-wildodd-upperresidualnormalization;mod:cases-wildodd-highervanishing
mod:cases-wildodd-residualcoefficients,Wild odd-prime calculation,Wild odd residual coefficient table assembly,LanglandsFirstMainLemma/Cases/WildOdd/ResidualCoefficients.lean,blueprint/src/nodes/Cases/WildOdd/ResidualCoefficients.tex,LanglandsFirstMainLemma.wildOdd_twistCoefficients,"Proposition prop:odd-coefficient-table, complete assembly and boundary certificate.",mod:cases-wildodd-lowerresidualcoefficients;mod:cases-wildodd-upperresidualcoefficients
mod:cases-wildodd-scalarphaseproducts,Wild odd-prime calculation,Wild odd scalar phase products,LanglandsFirstMainLemma/Cases/WildOdd/ScalarPhaseProducts.lean,blueprint/src/nodes/Cases/WildOdd/ScalarPhaseProducts.tex,LanglandsFirstMainLemma.wildOdd_scalarPencil,Lemma lem:q0-powers; Lemma lem:quadratic-phase-new; Proposition prop:odd-phase-cancel.,mod:finitefield-quadraticphase;mod:finitefield-q0powers;mod:basic-finiteproducts
mod:cases-wildodd-boundarypencil,Wild odd-prime calculation,Wild odd boundary pencil,LanglandsFirstMainLemma/Cases/WildOdd/BoundaryPencil.lean,blueprint/src/nodes/Cases/WildOdd/BoundaryPencil.tex,LanglandsFirstMainLemma.wildOdd_boundaryPencil,Lemma lem:affine-pencil and the boundary part of Proposition prop:odd-phase-cancel.,mod:finitefield-affinepencil;mod:cases-wildodd-residualcoefficients
mod:cases-wildodd-parityreduction,Wild odd-prime calculation,Odd-prime finite phase cancellation,LanglandsFirstMainLemma/Cases/WildOdd/ParityReduction.lean,blueprint/src/nodes/Cases/WildOdd/ParityReduction.tex,LanglandsFirstMainLemma.wildOdd_parityReduction,Proposition prop:odd-phase-cancel.,mod:cases-wildodd-residualcoefficients;mod:cases-wildodd-scalarphaseproducts;mod:cases-wildodd-boundarypencil;mod:finitefield-q0powers
mod:cases-wildodd-correctionunits,Wild odd-prime calculation,Wild odd correction units,LanglandsFirstMainLemma/Cases/WildOdd/CorrectionUnits.lean,blueprint/src/nodes/Cases/WildOdd/CorrectionUnits.tex,LanglandsFirstMainLemma.WildOddCorrectionData,Lemmas lem:parameter-ratios and lem:correction-depth.,mod:ramification-normfiltration;mod:ramification-symmetricbounds;mod:basic-finiteproducts
mod:cases-wildodd-correctionformula,Wild odd-prime calculation,Closed norm-trace correction formula,LanglandsFirstMainLemma/Cases/WildOdd/CorrectionFormula.lean,blueprint/src/nodes/Cases/WildOdd/CorrectionFormula.tex,LanglandsFirstMainLemma.wildOdd_correctionFormula,Propositions prop:exact-odd-assembly and prop:X-closed.,mod:cases-wildodd-correctionunits;mod:basic-finiteproducts
mod:cases-wildodd-correctionvaluation,Wild odd-prime calculation,Valuation of the wild odd correction,LanglandsFirstMainLemma/Cases/WildOdd/CorrectionValuation.lean,blueprint/src/nodes/Cases/WildOdd/CorrectionValuation.tex,LanglandsFirstMainLemma.wildOdd_correction_mem,Lemma lem:p-valuation and Proposition prop:X-depth.,mod:cases-wildodd-correctionformula;mod:ramification-symmetricbounds;mod:ramification-pullbackconductors
mod:cases-wildodd-main,Wild odd-prime calculation,Wild odd-prime non-stable case,LanglandsFirstMainLemma/Cases/WildOdd/Main.lean,blueprint/src/nodes/Cases/WildOdd/Main.tex,LanglandsFirstMainLemma.firstMain_wildOdd_nonstable,Corollary cor:wild-odd.,mod:cases-wildendpoints;mod:cases-wildodd-parityreduction;mod:cases-wildodd-correctionvaluation;mod:parameters-phasereduction;mod:parameters-minimalorbitstationary
mod:cases-wildodd-affinetranslationbridge,Wild odd-prime calculation,Wild odd affine-translation bridge,LanglandsFirstMainLemma/Cases/WildOdd/AffineTranslationBridge.lean,blueprint/src/nodes/Cases/WildOdd/AffineTranslationBridge.tex,LanglandsFirstMainLemma.wildOdd_affineTranslationBridge,Lemma lem:teichmueller-stationary; Proposition prop:odd-coefficient-table; Proposition prop:odd-phase-cancel.,mod:parameters-highintermediate;mod:parameters-phasereduction;mod:cases-wildodd-lowerresidualcoefficients;mod:cases-wildodd-scalarphaseproducts;mod:cases-wildodd-boundarypencil
mod:cases-wildodd-lowsourcenormalization,Wild odd-prime calculation,Wild odd low source normalization,LanglandsFirstMainLemma/Cases/WildOdd/LowSourceNormalization.lean,blueprint/src/nodes/Cases/WildOdd/LowSourceNormalization.tex,LanglandsFirstMainLemma.wildOdd_lowSourceNormalization,"Lemmas lem:odd-break-line-normalization, lem:critical-polar-coordinate, and lem:residual-parameter-transport; Proposition prop:odd-coefficient-table, actual Low source rows.",mod:cases-wildodd-lowerresidualcoefficients;mod:cases-wildodd-upperresidualcoefficients
mod:cases-wildodd-phasepreparation,Wild odd-prime calculation,Wild odd phase preparation,LanglandsFirstMainLemma/Cases/WildOdd/PhasePreparation.lean,blueprint/src/nodes/Cases/WildOdd/PhasePreparation.tex,LanglandsFirstMainLemma.wildOddPhasePreparation,Propositions prop:exact-odd-assembly and prop:odd-phase-cancel.,mod:ramification-primecyclicpreparation;mod:parameters-phasereduction;mod:parameters-high;mod:parameters-low;mod:parameters-minimalorbitstationary;mod:cases-wildodd-residualcoefficients;mod:cases-wildodd-upperresidualcoefficients;mod:cases-wildodd-parityreduction;mod:cases-wildodd-main;mod:cases-wildodd-affinetranslationbridge;mod:cases-wildodd-lowsourcenormalization
mod:cases-wildodd-correctionpreparation,Wild odd-prime calculation,Wild odd correction preparation,LanglandsFirstMainLemma/Cases/WildOdd/CorrectionPreparation.lean,blueprint/src/nodes/Cases/WildOdd/CorrectionPreparation.tex,LanglandsFirstMainLemma.wildOddNonstableHigherData,Lemmas lem:parameter-ratios and lem:correction-depth; Corollary cor:wild-odd.,mod:cases-wildodd-phasepreparation;mod:cases-wildodd-correctionvaluation;mod:ramification-normcharacters;mod:ramification-traceideals;mod:cases-wildodd-main
mod:cases-wildquadratic-commoncorrection,Wild quadratic calculation,Wild quadratic common correction,LanglandsFirstMainLemma/Cases/WildQuadratic/CommonCorrection.lean,blueprint/src/nodes/Cases/WildQuadratic/CommonCorrection.tex,LanglandsFirstMainLemma.wildQuadratic_commonCorrection,Lemma lem:quad-X and Lemma lem:quadratic-graded-trace.,mod:parameters-highquadratic;mod:parameters-low;mod:ramification-normfiltration
mod:cases-wildquadratic-quadraticrefinement,Wild quadratic calculation,Wild quadratic refinement identities,LanglandsFirstMainLemma/Cases/WildQuadratic/QuadraticRefinement.lean,blueprint/src/nodes/Cases/WildQuadratic/QuadraticRefinement.tex,LanglandsFirstMainLemma.wildQuadratic_refinement,Lemmas lem:normalized-refinement and lem:quadratic-correction-rule.,mod:finitefield-chartworefinement;mod:finitefield-artinschreier
mod:cases-wildquadratic-coefficienttable,Wild quadratic calculation,Wild quadratic coefficient table,LanglandsFirstMainLemma/Cases/WildQuadratic/CoefficientTable.lean,blueprint/src/nodes/Cases/WildQuadratic/CoefficientTable.tex,LanglandsFirstMainLemma.WildQuadraticCoefficientTable,Lemma lem:critical-polar-coordinate; Propositions prop:quadratic-critical-functions and prop:quadratic-gamma-table.,mod:cases-wildquadratic-commoncorrection;mod:cases-wildquadratic-quadraticrefinement;mod:lamprecht-criticalpolarcoordinate;mod:parameters-minimalorbitstationary
mod:cases-wildquadratic-errorformula,Wild quadratic calculation,Wild quadratic exact stationary assembly,LanglandsFirstMainLemma/Cases/WildQuadratic/ErrorFormula.lean,blueprint/src/nodes/Cases/WildQuadratic/ErrorFormula.tex,LanglandsFirstMainLemma.wildQuadratic_errorFormula,Proposition prop:quadratic-complete-assembly.,mod:cases-wildquadratic-coefficienttable;mod:parameters-phasereduction;mod:parameters-stationaryclassundernorm;mod:lamprecht-stationaryclasscalculus
mod:cases-wildquadratic-coordinatetransport,Wild quadratic calculation,Wild quadratic degree-two coordinate transport,LanglandsFirstMainLemma/Cases/WildQuadratic/CoordinateTransport.lean,blueprint/src/nodes/Cases/WildQuadratic/CoordinateTransport.tex,LanglandsFirstMainLemma.WildQuadraticPositivePolarCoordinateTransport,"Lemma lem:critical-polar-coordinate; Lemma lem:residual-parameter-transport; Propositions prop:quadratic-critical-functions, prop:quadratic-gamma-table, and prop:quadratic-complete-assembly.",mod:parameters-phasereduction;mod:parameters-highquadratic;mod:cases-wildquadratic-coefficienttable;mod:cases-wildquadratic-errorformula
mod:cases-wildquadratic-lowcoordinatetransport,Wild quadratic calculation,Wild quadratic low and boundary upper-coordinate transport,LanglandsFirstMainLemma/Cases/WildQuadratic/LowCoordinateTransport.lean,blueprint/src/nodes/Cases/WildQuadratic/LowCoordinateTransport.tex,LanglandsFirstMainLemma.wildQuadraticLowCoordinateTransport,"Lemma lem:residual-parameter-transport; Propositions prop:quadratic-critical-functions and prop:quadratic-gamma-table, low and boundary upper coordinates.",mod:parameters-phasereduction;mod:parameters-low;mod:cases-wildquadratic-coordinatetransport
mod:cases-wildquadratic-lowproductcoordinatetransport,Wild quadratic calculation,Wild quadratic low lower-product coordinate transport,LanglandsFirstMainLemma/Cases/WildQuadratic/LowProductCoordinateTransport.lean,blueprint/src/nodes/Cases/WildQuadratic/LowProductCoordinateTransport.tex,LanglandsFirstMainLemma.wildQuadraticLowProductCoordinateTransport,"Lemma lem:residual-parameter-transport; Propositions prop:quadratic-critical-functions and prop:quadratic-complete-assembly, low and boundary lower products.",mod:parameters-phasereduction;mod:parameters-low;mod:cases-wildquadratic-coordinatetransport;mod:cases-wildquadratic-lowcoordinatetransport
mod:cases-wildquadratic-highcoordinatetransport,Wild quadratic calculation,Wild quadratic strict-high coordinate transport,LanglandsFirstMainLemma/Cases/WildQuadratic/HighCoordinateTransport.lean,blueprint/src/nodes/Cases/WildQuadratic/HighCoordinateTransport.tex,LanglandsFirstMainLemma.WildQuadraticHighParameterData.coordinateTransport,"Lemma lem:residual-parameter-transport; Propositions prop:quadratic-critical-functions, prop:quadratic-gamma-table, and prop:quadratic-complete-assembly, strict-high range.",mod:parameters-phasereduction;mod:parameters-highquadratic;mod:cases-wildquadratic-coordinatetransport;mod:cases-wildquadratic-lowproductcoordinatetransport
mod:cases-wildquadratic-nonboundary,Wild quadratic calculation,Wild quadratic nonboundary cancellation,LanglandsFirstMainLemma/Cases/WildQuadratic/NonBoundary.lean,blueprint/src/nodes/Cases/WildQuadratic/NonBoundary.tex,LanglandsFirstMainLemma.wildQuadratic_nonboundary,"Lemma lem:quadratic-depth and Proposition prop:wild-quadratic-cancellation, nonboundary cases.",mod:cases-wildquadratic-errorformula;mod:ramification-pullbackconductors
mod:cases-wildquadratic-equalcharacteristicbreak,Wild quadratic calculation,Equal-characteristic quadratic break parity,LanglandsFirstMainLemma/Cases/WildQuadratic/EqualCharacteristicBreak.lean,blueprint/src/nodes/Cases/WildQuadratic/EqualCharacteristicBreak.tex,LanglandsFirstMainLemma.quadraticBreak_odd_equalCharacteristic,Lemma lem:AS-break-parity.,mod:ramification-lowergroups;mod:finitefield-artinschreier
mod:cases-wildquadratic-boundary,Wild quadratic calculation,Wild quadratic boundary cancellation,LanglandsFirstMainLemma/Cases/WildQuadratic/Boundary.lean,blueprint/src/nodes/Cases/WildQuadratic/Boundary.tex,LanglandsFirstMainLemma.wildQuadratic_boundary,"Proposition prop:wild-quadratic-cancellation, boundary case.",mod:cases-wildquadratic-errorformula;mod:cases-wildquadratic-quadraticrefinement;mod:cases-wildquadratic-equalcharacteristicbreak;mod:parameters-minimalorbitstationary
mod:cases-wildquadratic-main,Wild quadratic calculation,Wild quadratic case,LanglandsFirstMainLemma/Cases/WildQuadratic/Main.lean,blueprint/src/nodes/Cases/WildQuadratic/Main.tex,LanglandsFirstMainLemma.firstMain_wildQuadratic,Proposition prop:wild-quadratic-cancellation and the final Wild quadratic case corollary.,mod:cases-wildquadratic-nonboundary;mod:cases-wildquadratic-boundary;mod:cases-wildendpoints;mod:parameters-minimalorbitstationary
mod:cases-wildquadratic-phasepreparation,Wild quadratic calculation,Wild quadratic phase preparation,LanglandsFirstMainLemma/Cases/WildQuadratic/PhasePreparation.lean,blueprint/src/nodes/Cases/WildQuadratic/PhasePreparation.tex,LanglandsFirstMainLemma.wildQuadraticPhasePreparation,Propositions prop:quadratic-critical-functions and prop:quadratic-complete-assembly.,mod:ramification-primecyclicpreparation;mod:parameters-phasereduction;mod:parameters-highquadratic;mod:parameters-low;mod:cases-wildquadratic-coefficienttable;mod:cases-wildquadratic-errorformula;mod:cases-wildquadratic-coordinatetransport;mod:cases-wildquadratic-lowcoordinatetransport;mod:cases-wildquadratic-lowproductcoordinatetransport;mod:cases-wildquadratic-highcoordinatetransport;mod:parameters-minimalorbitstationary;mod:cases-wildquadratic-main
mod:cases-wildquadratic-refinementpreparation,Wild quadratic calculation,Wild quadratic refinement preparation,LanglandsFirstMainLemma/Cases/WildQuadratic/RefinementPreparation.lean,blueprint/src/nodes/Cases/WildQuadratic/RefinementPreparation.tex,LanglandsFirstMainLemma.wildQuadraticHigherData,Lemmas lem:normalized-refinement and lem:quadratic-correction-rule; Proposition prop:wild-quadratic-cancellation.,mod:cases-wildquadratic-phasepreparation;mod:cases-wildquadratic-quadraticrefinement;mod:cases-wildquadratic-boundary;mod:cases-wildquadratic-equalcharacteristicbreak;mod:cases-wildquadratic-errorformula
mod:dispatch,Completion of the First Main Lemma,Exhaustive nonarchimedean case dispatch,LanglandsFirstMainLemma/Dispatch.lean,blueprint/src/nodes/Dispatch.tex,LanglandsFirstMainLemma.firstMainLemma_nonarchimedean,Section sec:first-main-completion.,mod:ramification-primecyclicpreparation;mod:ramification-normcharacters;mod:cases-unramified;mod:cases-tameoddpreparation;mod:cases-tamequadraticpreparation;mod:cases-wildstablepreparation;mod:cases-wildodd-correctionpreparation;mod:cases-wildquadratic-refinementpreparation
mod:main,Completion of the First Main Lemma,Exported First Main Lemma,LanglandsFirstMainLemma/Main.lean,blueprint/src/nodes/Main.tex,LanglandsFirstMainLemma.firstMainLemma,Theorem thm:first-main and Section sec:first-main-completion.,mod:dispatch;mod:basic-standardcharacterbridge;mod:delta-localconstantrealization
